ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?
-1.7017048279954796,-0.5226414062836113,-0.2100706517766743,-0.7695784055349739,-0.10425720702853727,0.0,-0.7557528509915745,-1.1378663558126711,-0.39282134470571556,-0.40783365538349925,1.3966402359010535,-0.7669192985474492
-1.7017048279954796,-0.6312821715225989,-0.2100706517766743,-0.7695784055349739,-0.10425720702853727,0.0,-0.7538829614015865,-1.0296144024957639,-0.39282134470571556,-0.40783365538349925,1.3811230428318368,-0.7669192985474492
-1.7017048279954796,-0.3613588858237546,-0.2100706517766743,-0.7695784055349739,-0.10425720702853727,0.0,-0.5756505585315076,-0.8131104958619493,-0.39282134470571556,-0.40783365538349925,1.4131272535370958,-0.7669192985474492
-1.7017048279954796,-0.6858284058284531,-0.2100706517766743,-0.7695784055349739,-0.10425720702853727,0.0,-0.7408849483980112,-1.1378663558126711,-0.39282134470571556,-0.40783365538349925,1.3733644462972288,-0.7669192985474492
-1.7017048279954796,0.3271591361953961,-0.2100706517766743,1.4094709527853195,-0.10425720702853727,0.0,1.211097355296814,1.568432477110012,1.536915257140525,0.8586596763024751,1.3651209374792075,1.303918159177905
-1.7017048279954796,-0.6657581262405335,-0.2100706517766743,-0.7695784055349739,-0.10425720702853727,0.0,-0.7636884799832311,-1.2461183091295787,-0.39282134470571556,-0.40783365538349925,1.3685153234630987,-0.7669192985474492
-1.7017048279954796,0.17043027406053574,-0.2100706517766743,0.683121166678555,-0.10425720702853727,0.0,0.4896848300667967,1.4601805237931045,-0.39282134470571556,-0.40783365538349925,1.3937307622005752,-0.7669192985474492
-1.7017048279954796,-0.6116025543110866,-0.2100706517766743,-0.7695784055349739,-0.10425720702853727,0.0,-0.5242513983384219,-0.8131104958619493,-0.16054683798373184,-0.09121032246200565,1.3665756743294466,1.303918159177905
-1.7017048279954796,4.542052139850381,-0.2100706517766743,0.683121166678555,9.591663046625438,0.0,-0.6837392982454501,3.1965418549962945,3.1842060588128334,3.391646339674424,1.3714247971635767,1.303918159177905
-1.7017048279954796,0.41393501655484366,-0.2100706517766743,0.683121166678555,-0.10425720702853727,0.0,0.5327378976996919,1.7849363837438268,0.6756413862154094,0.5420363433809815,1.3631812883455554,1.303918159177905
-1.7017048279954796,-0.3767778414925759,-0.2100706517766743,-0.043228619428209415,-0.10425720702853727,0.0,-0.4317602742287699,-0.16359877596050532,-0.39282134470571556,-0.40783365538349925,1.37675883228112,-0.7669192985474492
